# Pong Object Coordinates - Level pong-0
# Format: frame_number,image_file,object_type,x,y,width,height,center_x,center_y

# Frame 0, Action: fire, Step: 0
134,frame_000134.png,score_left,42,11,8,8,42,11
134,frame_000134.png,score_right,122,11,8,8,122,11
# Frame 135, Action: fire, Step: 12
135,frame_000135.png,player_paddle,142,103,10,30,142,103
135,frame_000135.png,score_left,42,11,8,8,42,11
135,frame_000135.png,score_right,122,11,8,8,122,11
# Frame 136, Action: fire, Step: 13
136,frame_000136.png,player_paddle,142,103,10,30,142,103
136,frame_000136.png,score_left,42,11,8,8,42,11
136,frame_000136.png,score_right,122,11,8,8,122,11
# Frame 137, Action: fire, Step: 14
137,frame_000137.png,player_paddle,142,103,10,30,142,103
137,frame_000137.png,score_left,42,11,8,8,42,11
137,frame_000137.png,score_right,122,11,8,8,122,11
# Frame 138, Action: fire, Step: 15
138,frame_000138.png,player_paddle,142,103,10,30,142,103
138,frame_000138.png,score_left,42,11,8,8,42,11
138,frame_000138.png,score_right,122,11,8,8,122,11
# Frame 139, Action: fire, Step: 16
139,frame_000139.png,player_paddle,142,103,10,30,142,103
139,frame_000139.png,score_left,42,11,8,8,42,11
139,frame_000139.png,score_right,122,11,8,8,122,11
# Frame 140, Action: fire, Step: 17
140,frame_000140.png,player_paddle,142,103,10,30,142,103
140,frame_000140.png,score_left,42,11,8,8,42,11
140,frame_000140.png,score_right,122,11,8,8,122,11
# Frame 141, Action: fire, Step: 18
141,frame_000141.png,player_paddle,142,103,10,30,142,103
141,frame_000141.png,score_left,42,11,8,8,42,11
141,frame_000141.png,score_right,122,11,8,8,122,11
# Frame 142, Action: fire, Step: 19
142,frame_000142.png,player_paddle,142,103,10,30,142,103
142,frame_000142.png,enemy_paddle,18,122,10,30,18,122
142,frame_000142.png,ball,78,118,4,4,78,118
142,frame_000142.png,score_left,42,11,8,8,42,11
142,frame_000142.png,score_right,122,11,8,8,122,11
# Frame 143, Action: noop, Step: 20
143,frame_000143.png,player_paddle,142,103,10,30,142,103
143,frame_000143.png,enemy_paddle,18,126,10,30,18,126
143,frame_000143.png,ball,74,122,4,4,74,122
143,frame_000143.png,score_left,42,11,8,8,42,11
143,frame_000143.png,score_right,122,11,8,8,122,11
# Frame 144, Action: fire, Step: 0
144,frame_000144.png,player_paddle,142,103,10,30,142,103
144,frame_000144.png,score_left,42,11,8,8,42,11
144,frame_000144.png,score_right,122,11,8,8,122,11
# Frame 145, Action: fire, Step: 1
145,frame_000145.png,player_paddle,142,103,10,30,142,103
145,frame_000145.png,score_left,42,11,8,8,42,11
145,frame_000145.png,score_right,122,11,8,8,122,11
# Frame 146, Action: fire, Step: 2
146,frame_000146.png,player_paddle,142,103,10,30,142,103
146,frame_000146.png,score_left,42,11,8,8,42,11
146,frame_000146.png,score_right,122,11,8,8,122,11
# Frame 147, Action: fire, Step: 3
147,frame_000147.png,player_paddle,142,103,10,30,142,103
147,frame_000147.png,score_left,42,11,8,8,42,11
147,frame_000147.png,score_right,122,11,8,8,122,11
# Frame 148, Action: fire, Step: 4
148,frame_000148.png,player_paddle,142,103,10,30,142,103
148,frame_000148.png,score_left,42,11,8,8,42,11
148,frame_000148.png,score_right,122,11,8,8,122,11
# Frame 149, Action: fire, Step: 5
149,frame_000149.png,player_paddle,142,103,10,30,142,103
149,frame_000149.png,score_left,42,11,8,8,42,11
149,frame_000149.png,score_right,122,11,8,8,122,11
# Frame 150, Action: fire, Step: 6
150,frame_000150.png,player_paddle,142,103,10,30,142,103
150,frame_000150.png,score_left,42,11,8,8,42,11
150,frame_000150.png,score_right,122,11,8,8,122,11
# Frame 151, Action: fire, Step: 7
151,frame_000151.png,player_paddle,142,103,10,30,142,103
151,frame_000151.png,score_left,42,11,8,8,42,11
151,frame_000151.png,score_right,122,11,8,8,122,11
# Frame 152, Action: fire, Step: 8
152,frame_000152.png,player_paddle,142,103,10,30,142,103
152,frame_000152.png,score_left,42,11,8,8,42,11
152,frame_000152.png,score_right,122,11,8,8,122,11
# Frame 153, Action: fire, Step: 9
153,frame_000153.png,player_paddle,142,103,10,30,142,103
153,frame_000153.png,score_left,42,11,8,8,42,11
153,frame_000153.png,score_right,122,11,8,8,122,11
# Frame 154, Action: fire, Step: 10
154,frame_000154.png,player_paddle,142,103,10,30,142,103
154,frame_000154.png,score_left,42,11,8,8,42,11
154,frame_000154.png,score_right,122,11,8,8,122,11
# Frame 155, Action: fire, Step: 11
155,frame_000155.png,player_paddle,142,103,10,30,142,103
155,frame_000155.png,score_left,42,11,8,8,42,11
155,frame_000155.png,score_right,122,11,8,8,122,11
# Frame 156, Action: fire, Step: 12
156,frame_000156.png,player_paddle,142,103,10,30,142,103
156,frame_000156.png,score_left,42,11,8,8,42,11
156,frame_000156.png,score_right,122,11,8,8,122,11
# Frame 157, Action: fire, Step: 13
157,frame_000157.png,player_paddle,142,103,10,30,142,103
157,frame_000157.png,score_left,42,11,8,8,42,11
157,frame_000157.png,score_right,122,11,8,8,122,11
# Frame 158, Action: fire, Step: 14
158,frame_000158.png,player_paddle,142,103,10,30,142,103
158,frame_000158.png,score_left,42,11,8,8,42,11
158,frame_000158.png,score_right,122,11,8,8,122,11
# Frame 159, Action: fire, Step: 15
159,frame_000159.png,player_paddle,142,103,10,30,142,103
159,frame_000159.png,score_left,42,11,8,8,42,11
159,frame_000159.png,score_right,122,11,8,8,122,11
# Frame 160, Action: fire, Step: 16
160,frame_000160.png,player_paddle,142,103,10,30,142,103
160,frame_000160.png,score_left,42,11,8,8,42,11
160,frame_000160.png,score_right,122,11,8,8,122,11
# Frame 161, Action: fire, Step: 17
161,frame_000161.png,player_paddle,142,103,10,30,142,103
161,frame_000161.png,score_left,42,11,8,8,42,11
161,frame_000161.png,score_right,122,11,8,8,122,11
# Frame 162, Action: fire, Step: 18
162,frame_000162.png,player_paddle,142,103,10,30,142,103
162,frame_000162.png,score_left,42,11,8,8,42,11
162,frame_000162.png,score_right,122,11,8,8,122,11
# Frame 163, Action: fire, Step: 19
163,frame_000163.png,player_paddle,142,103,10,30,142,103
163,frame_000163.png,enemy_paddle,18,124,10,30,18,124
163,frame_000163.png,ball,77,119,4,4,77,119
163,frame_000163.png,score_left,42,11,8,8,42,11
163,frame_000163.png,score_right,122,11,8,8,122,11
# Frame 164, Action: noop, Step: 20
164,frame_000164.png,player_paddle,142,103,10,30,142,103
164,frame_000164.png,enemy_paddle,18,128,10,30,18,128
164,frame_000164.png,ball,73,123,4,4,73,123
164,frame_000164.png,score_left,42,11,8,8,42,11
164,frame_000164.png,score_right,122,11,8,8,122,11
# Frame 165, Action: noop, Step: 21
165,frame_000165.png,player_paddle,142,103,10,30,142,103
165,frame_000165.png,enemy_paddle,18,132,10,30,18,132
165,frame_000165.png,ball,69,127,4,4,69,127
165,frame_000165.png,score_left,42,11,8,8,42,11
165,frame_000165.png,score_right,122,11,8,8,122,11
# Frame 166, Action: noop, Step: 22
166,frame_000166.png,player_paddle,142,103,10,30,142,103
166,frame_000166.png,enemy_paddle,18,134,10,30,18,134
166,frame_000166.png,ball,66,130,4,4,66,130
166,frame_000166.png,score_left,42,11,8,8,42,11
166,frame_000166.png,score_right,122,11,8,8,122,11
# Frame 167, Action: noop, Step: 23
167,frame_000167.png,player_paddle,142,103,10,30,142,103
167,frame_000167.png,enemy_paddle,18,138,10,30,18,138
167,frame_000167.png,ball,63,133,4,4,63,133
167,frame_000167.png,score_left,42,11,8,8,42,11
167,frame_000167.png,score_right,122,11,8,8,122,11
# Frame 168, Action: fire, Step: 0
168,frame_000168.png,player_paddle,142,103,10,30,142,103
168,frame_000168.png,score_left,42,11,8,8,42,11
168,frame_000168.png,score_right,122,11,8,8,122,11
# Frame 169, Action: fire, Step: 1
169,frame_000169.png,player_paddle,142,103,10,30,142,103
169,frame_000169.png,score_left,42,11,8,8,42,11
169,frame_000169.png,score_right,122,11,8,8,122,11
# Frame 170, Action: fire, Step: 2
170,frame_000170.png,player_paddle,142,103,10,30,142,103
170,frame_000170.png,score_left,42,11,8,8,42,11
170,frame_000170.png,score_right,122,11,8,8,122,11
# Frame 171, Action: fire, Step: 3
171,frame_000171.png,player_paddle,142,103,10,30,142,103
171,frame_000171.png,score_left,42,11,8,8,42,11
171,frame_000171.png,score_right,122,11,8,8,122,11
# Frame 172, Action: fire, Step: 4
172,frame_000172.png,player_paddle,142,103,10,30,142,103
172,frame_000172.png,score_left,42,11,8,8,42,11
172,frame_000172.png,score_right,122,11,8,8,122,11
# Frame 173, Action: fire, Step: 5
173,frame_000173.png,player_paddle,142,103,10,30,142,103
173,frame_000173.png,score_left,42,11,8,8,42,11
173,frame_000173.png,score_right,122,11,8,8,122,11
# Frame 174, Action: fire, Step: 6
174,frame_000174.png,player_paddle,142,103,10,30,142,103
174,frame_000174.png,score_left,42,11,8,8,42,11
174,frame_000174.png,score_right,122,11,8,8,122,11
# Frame 175, Action: fire, Step: 7
175,frame_000175.png,player_paddle,142,103,10,30,142,103
175,frame_000175.png,score_left,42,11,8,8,42,11
175,frame_000175.png,score_right,122,11,8,8,122,11
# Frame 176, Action: fire, Step: 8
176,frame_000176.png,player_paddle,142,103,10,30,142,103
176,frame_000176.png,score_left,42,11,8,8,42,11
176,frame_000176.png,score_right,122,11,8,8,122,11
# Frame 177, Action: fire, Step: 9
177,frame_000177.png,player_paddle,142,103,10,30,142,103
177,frame_000177.png,score_left,42,11,8,8,42,11
177,frame_000177.png,score_right,122,11,8,8,122,11
# Frame 178, Action: fire, Step: 10
178,frame_000178.png,player_paddle,142,103,10,30,142,103
178,frame_000178.png,score_left,42,11,8,8,42,11
178,frame_000178.png,score_right,122,11,8,8,122,11
# Frame 179, Action: fire, Step: 11
179,frame_000179.png,player_paddle,142,103,10,30,142,103
179,frame_000179.png,score_left,42,11,8,8,42,11
179,frame_000179.png,score_right,122,11,8,8,122,11
# Frame 180, Action: fire, Step: 12
180,frame_000180.png,player_paddle,142,103,10,30,142,103
180,frame_000180.png,score_left,42,11,8,8,42,11
180,frame_000180.png,score_right,122,11,8,8,122,11
# Frame 181, Action: fire, Step: 13
181,frame_000181.png,player_paddle,142,103,10,30,142,103
181,frame_000181.png,score_left,42,11,8,8,42,11
181,frame_000181.png,score_right,122,11,8,8,122,11
# Frame 182, Action: fire, Step: 14
182,frame_000182.png,player_paddle,142,103,10,30,142,103
182,frame_000182.png,score_left,42,11,8,8,42,11
182,frame_000182.png,score_right,122,11,8,8,122,11
# Frame 183, Action: fire, Step: 15
183,frame_000183.png,player_paddle,142,103,10,30,142,103
183,frame_000183.png,score_left,42,11,8,8,42,11
183,frame_000183.png,score_right,122,11,8,8,122,11
# Frame 184, Action: fire, Step: 16
184,frame_000184.png,player_paddle,142,103,10,30,142,103
184,frame_000184.png,score_left,42,11,8,8,42,11
184,frame_000184.png,score_right,122,11,8,8,122,11
# Frame 185, Action: fire, Step: 17
185,frame_000185.png,player_paddle,142,103,10,30,142,103
185,frame_000185.png,score_left,42,11,8,8,42,11
185,frame_000185.png,score_right,122,11,8,8,122,11
# Frame 186, Action: fire, Step: 18
186,frame_000186.png,player_paddle,142,103,10,30,142,103
186,frame_000186.png,score_left,42,11,8,8,42,11
186,frame_000186.png,score_right,122,11,8,8,122,11
# Frame 187, Action: fire, Step: 19
187,frame_000187.png,player_paddle,142,103,10,30,142,103
187,frame_000187.png,enemy_paddle,18,122,10,30,18,122
187,frame_000187.png,ball,79,117,4,4,79,117
187,frame_000187.png,score_left,42,11,8,8,42,11
187,frame_000187.png,score_right,122,11,8,8,122,11
# Frame 188, Action: noop, Step: 20
188,frame_000188.png,player_paddle,142,103,10,30,142,103
188,frame_000188.png,enemy_paddle,18,126,10,30,18,126
188,frame_000188.png,ball,75,121,4,4,75,121
188,frame_000188.png,score_left,42,11,8,8,42,11
188,frame_000188.png,score_right,122,11,8,8,122,11
# Frame 189, Action: noop, Step: 21
189,frame_000189.png,player_paddle,142,103,10,30,142,103
189,frame_000189.png,enemy_paddle,18,128,10,30,18,128
189,frame_000189.png,ball,73,123,4,4,73,123
189,frame_000189.png,score_left,42,11,8,8,42,11
189,frame_000189.png,score_right,122,11,8,8,122,11
# Frame 190, Action: noop, Step: 22
190,frame_000190.png,player_paddle,142,103,10,30,142,103
190,frame_000190.png,enemy_paddle,18,132,10,30,18,132
190,frame_000190.png,ball,69,127,4,4,69,127
190,frame_000190.png,score_left,42,11,8,8,42,11
190,frame_000190.png,score_right,122,11,8,8,122,11
# Frame 191, Action: noop, Step: 23
191,frame_000191.png,player_paddle,142,103,10,30,142,103
191,frame_000191.png,enemy_paddle,18,134,10,30,18,134
191,frame_000191.png,ball,66,130,4,4,66,130
191,frame_000191.png,score_left,42,11,8,8,42,11
191,frame_000191.png,score_right,122,11,8,8,122,11
# Frame 192, Action: fire, Step: 0
192,frame_000192.png,player_paddle,142,103,10,30,142,103
192,frame_000192.png,score_left,42,11,8,8,42,11
192,frame_000192.png,score_right,122,11,8,8,122,11
# Frame 193, Action: fire, Step: 1
193,frame_000193.png,player_paddle,142,103,10,30,142,103
193,frame_000193.png,score_left,42,11,8,8,42,11
193,frame_000193.png,score_right,122,11,8,8,122,11
# Frame 194, Action: fire, Step: 2
194,frame_000194.png,player_paddle,142,103,10,30,142,103
194,frame_000194.png,score_left,42,11,8,8,42,11
194,frame_000194.png,score_right,122,11,8,8,122,11
# Frame 195, Action: fire, Step: 3
195,frame_000195.png,player_paddle,142,103,10,30,142,103
195,frame_000195.png,score_left,42,11,8,8,42,11
195,frame_000195.png,score_right,122,11,8,8,122,11
# Frame 196, Action: fire, Step: 4
196,frame_000196.png,player_paddle,142,103,10,30,142,103
196,frame_000196.png,score_left,42,11,8,8,42,11
196,frame_000196.png,score_right,122,11,8,8,122,11
# Frame 197, Action: fire, Step: 5
197,frame_000197.png,player_paddle,142,103,10,30,142,103
197,frame_000197.png,score_left,42,11,8,8,42,11
197,frame_000197.png,score_right,122,11,8,8,122,11
# Frame 198, Action: fire, Step: 6
198,frame_000198.png,player_paddle,142,103,10,30,142,103
198,frame_000198.png,score_left,42,11,8,8,42,11
198,frame_000198.png,score_right,122,11,8,8,122,11
# Frame 199, Action: fire, Step: 7
199,frame_000199.png,player_paddle,142,103,10,30,142,103
199,frame_000199.png,score_left,42,11,8,8,42,11
199,frame_000199.png,score_right,122,11,8,8,122,11
# Frame 200, Action: fire, Step: 8
200,frame_000200.png,player_paddle,142,103,10,30,142,103
200,frame_000200.png,score_left,42,11,8,8,42,11
200,frame_000200.png,score_right,122,11,8,8,122,11
# Frame 201, Action: fire, Step: 9
201,frame_000201.png,player_paddle,142,103,10,30,142,103
201,frame_000201.png,score_left,42,11,8,8,42,11
201,frame_000201.png,score_right,122,11,8,8,122,11
# Frame 202, Action: fire, Step: 10
202,frame_000202.png,player_paddle,142,103,10,30,142,103
202,frame_000202.png,score_left,42,11,8,8,42,11
202,frame_000202.png,score_right,122,11,8,8,122,11
# Frame 203, Action: fire, Step: 11
203,frame_000203.png,player_paddle,142,103,10,30,142,103
203,frame_000203.png,score_left,42,11,8,8,42,11
203,frame_000203.png,score_right,122,11,8,8,122,11
# Frame 204, Action: fire, Step: 12
204,frame_000204.png,player_paddle,142,103,10,30,142,103
204,frame_000204.png,score_left,42,11,8,8,42,11
204,frame_000204.png,score_right,122,11,8,8,122,11
# Frame 205, Action: fire, Step: 13
205,frame_000205.png,player_paddle,142,103,10,30,142,103
205,frame_000205.png,score_left,42,11,8,8,42,11
205,frame_000205.png,score_right,122,11,8,8,122,11
# Frame 206, Action: fire, Step: 14
206,frame_000206.png,player_paddle,142,103,10,30,142,103
206,frame_000206.png,score_left,42,11,8,8,42,11
206,frame_000206.png,score_right,122,11,8,8,122,11
# Frame 207, Action: fire, Step: 15
207,frame_000207.png,player_paddle,142,103,10,30,142,103
207,frame_000207.png,score_left,42,11,8,8,42,11
207,frame_000207.png,score_right,122,11,8,8,122,11
# Frame 208, Action: fire, Step: 16
208,frame_000208.png,player_paddle,142,103,10,30,142,103
208,frame_000208.png,score_left,42,11,8,8,42,11
208,frame_000208.png,score_right,122,11,8,8,122,11
# Frame 209, Action: fire, Step: 17
209,frame_000209.png,player_paddle,142,103,10,30,142,103
209,frame_000209.png,score_left,42,11,8,8,42,11
209,frame_000209.png,score_right,122,11,8,8,122,11
# Frame 210, Action: fire, Step: 18
210,frame_000210.png,player_paddle,142,103,10,30,142,103
210,frame_000210.png,enemy_paddle,18,122,10,30,18,122
210,frame_000210.png,ball,78,118,4,4,78,118
210,frame_000210.png,score_left,42,11,8,8,42,11
210,frame_000210.png,score_right,122,11,8,8,122,11
# Frame 211, Action: fire, Step: 0
211,frame_000211.png,player_paddle,142,103,10,30,142,103
211,frame_000211.png,score_left,42,11,8,8,42,11
211,frame_000211.png,score_right,122,11,8,8,122,11
# Frame 212, Action: fire, Step: 1
212,frame_000212.png,player_paddle,142,103,10,30,142,103
212,frame_000212.png,score_left,42,11,8,8,42,11
212,frame_000212.png,score_right,122,11,8,8,122,11
# Frame 213, Action: fire, Step: 2
213,frame_000213.png,player_paddle,142,103,10,30,142,103
213,frame_000213.png,score_left,42,11,8,8,42,11
213,frame_000213.png,score_right,122,11,8,8,122,11
# Frame 214, Action: fire, Step: 3
214,frame_000214.png,player_paddle,142,103,10,30,142,103
214,frame_000214.png,score_left,42,11,8,8,42,11
214,frame_000214.png,score_right,122,11,8,8,122,11
# Frame 215, Action: fire, Step: 4
215,frame_000215.png,player_paddle,142,103,10,30,142,103
215,frame_000215.png,score_left,42,11,8,8,42,11
215,frame_000215.png,score_right,122,11,8,8,122,11
# Frame 216, Action: fire, Step: 5
216,frame_000216.png,player_paddle,142,103,10,30,142,103
216,frame_000216.png,score_left,42,11,8,8,42,11
216,frame_000216.png,score_right,122,11,8,8,122,11
# Frame 217, Action: fire, Step: 6
217,frame_000217.png,player_paddle,142,103,10,30,142,103
217,frame_000217.png,score_left,42,11,8,8,42,11
217,frame_000217.png,score_right,122,11,8,8,122,11
# Frame 218, Action: fire, Step: 7
218,frame_000218.png,player_paddle,142,103,10,30,142,103
218,frame_000218.png,score_left,42,11,8,8,42,11
218,frame_000218.png,score_right,122,11,8,8,122,11
# Frame 219, Action: fire, Step: 8
219,frame_000219.png,player_paddle,142,103,10,30,142,103
219,frame_000219.png,score_left,42,11,8,8,42,11
219,frame_000219.png,score_right,122,11,8,8,122,11
# Frame 220, Action: fire, Step: 9
220,frame_000220.png,player_paddle,142,103,10,30,142,103
220,frame_000220.png,score_left,42,11,8,8,42,11
220,frame_000220.png,score_right,122,11,8,8,122,11
# Frame 221, Action: fire, Step: 10
221,frame_000221.png,player_paddle,142,103,10,30,142,103
221,frame_000221.png,score_left,42,11,8,8,42,11
221,frame_000221.png,score_right,122,11,8,8,122,11
# Frame 222, Action: fire, Step: 11
222,frame_000222.png,player_paddle,142,103,10,30,142,103
222,frame_000222.png,score_left,42,11,8,8,42,11
222,frame_000222.png,score_right,122,11,8,8,122,11
# Frame 223, Action: fire, Step: 12
223,frame_000223.png,player_paddle,142,103,10,30,142,103
223,frame_000223.png,score_left,42,11,8,8,42,11
223,frame_000223.png,score_right,122,11,8,8,122,11
# Frame 224, Action: fire, Step: 13
224,frame_000224.png,player_paddle,142,103,10,30,142,103
224,frame_000224.png,score_left,42,11,8,8,42,11
224,frame_000224.png,score_right,122,11,8,8,122,11
# Frame 225, Action: fire, Step: 14
225,frame_000225.png,player_paddle,142,103,10,30,142,103
225,frame_000225.png,score_left,42,11,8,8,42,11
225,frame_000225.png,score_right,122,11,8,8,122,11
# Frame 226, Action: fire, Step: 15
226,frame_000226.png,player_paddle,142,103,10,30,142,103
226,frame_000226.png,score_left,42,11,8,8,42,11
226,frame_000226.png,score_right,122,11,8,8,122,11
# Frame 227, Action: fire, Step: 16
227,frame_000227.png,player_paddle,142,103,10,30,142,103
227,frame_000227.png,score_left,42,11,8,8,42,11
227,frame_000227.png,score_right,122,11,8,8,122,11
# Frame 228, Action: fire, Step: 17
228,frame_000228.png,player_paddle,142,103,10,30,142,103
228,frame_000228.png,score_left,42,11,8,8,42,11
228,frame_000228.png,score_right,122,11,8,8,122,11
# Frame 229, Action: fire, Step: 18
229,frame_000229.png,player_paddle,142,103,10,30,142,103
229,frame_000229.png,enemy_paddle,18,122,10,30,18,122
229,frame_000229.png,ball,78,118,4,4,78,118
229,frame_000229.png,score_left,42,11,8,8,42,11
229,frame_000229.png,score_right,122,11,8,8,122,11
# Frame 230, Action: fire, Step: 0
230,frame_000230.png,player_paddle,142,103,10,30,142,103
230,frame_000230.png,score_left,42,11,8,8,42,11
230,frame_000230.png,score_right,122,11,8,8,122,11
# Frame 231, Action: fire, Step: 1
231,frame_000231.png,player_paddle,142,103,10,30,142,103
231,frame_000231.png,score_left,42,11,8,8,42,11
231,frame_000231.png,score_right,122,11,8,8,122,11
# Frame 232, Action: fire, Step: 2
232,frame_000232.png,player_paddle,142,103,10,30,142,103
232,frame_000232.png,score_left,42,11,8,8,42,11
232,frame_000232.png,score_right,122,11,8,8,122,11
# Frame 233, Action: fire, Step: 3
233,frame_000233.png,player_paddle,142,103,10,30,142,103
233,frame_000233.png,score_left,42,11,8,8,42,11
233,frame_000233.png,score_right,122,11,8,8,122,11
# Frame 234, Action: fire, Step: 4
234,frame_000234.png,player_paddle,142,103,10,30,142,103
234,frame_000234.png,score_left,42,11,8,8,42,11
234,frame_000234.png,score_right,122,11,8,8,122,11
# Frame 235, Action: fire, Step: 5
235,frame_000235.png,player_paddle,142,103,10,30,142,103
235,frame_000235.png,score_left,42,11,8,8,42,11
235,frame_000235.png,score_right,122,11,8,8,122,11
# Frame 236, Action: fire, Step: 6
236,frame_000236.png,player_paddle,142,103,10,30,142,103
236,frame_000236.png,score_left,42,11,8,8,42,11
236,frame_000236.png,score_right,122,11,8,8,122,11
# Frame 237, Action: fire, Step: 7
237,frame_000237.png,player_paddle,142,103,10,30,142,103
237,frame_000237.png,score_left,42,11,8,8,42,11
237,frame_000237.png,score_right,122,11,8,8,122,11
# Frame 238, Action: fire, Step: 8
238,frame_000238.png,player_paddle,142,103,10,30,142,103
238,frame_000238.png,score_left,42,11,8,8,42,11
238,frame_000238.png,score_right,122,11,8,8,122,11
# Frame 239, Action: fire, Step: 9
239,frame_000239.png,player_paddle,142,103,10,30,142,103
239,frame_000239.png,score_left,42,11,8,8,42,11
239,frame_000239.png,score_right,122,11,8,8,122,11
# Frame 240, Action: fire, Step: 10
240,frame_000240.png,player_paddle,142,103,10,30,142,103
240,frame_000240.png,score_left,42,11,8,8,42,11
240,frame_000240.png,score_right,122,11,8,8,122,11
# Frame 241, Action: fire, Step: 11
241,frame_000241.png,player_paddle,142,103,10,30,142,103
241,frame_000241.png,score_left,42,11,8,8,42,11
241,frame_000241.png,score_right,122,11,8,8,122,11
# Frame 242, Action: fire, Step: 12
242,frame_000242.png,player_paddle,142,103,10,30,142,103
242,frame_000242.png,score_left,42,11,8,8,42,11
242,frame_000242.png,score_right,122,11,8,8,122,11
# Frame 243, Action: fire, Step: 13
243,frame_000243.png,player_paddle,142,103,10,30,142,103
243,frame_000243.png,score_left,42,11,8,8,42,11
243,frame_000243.png,score_right,122,11,8,8,122,11
# Frame 244, Action: fire, Step: 14
244,frame_000244.png,player_paddle,142,103,10,30,142,103
244,frame_000244.png,score_left,42,11,8,8,42,11
244,frame_000244.png,score_right,122,11,8,8,122,11
# Frame 245, Action: fire, Step: 15
245,frame_000245.png,player_paddle,142,103,10,30,142,103
245,frame_000245.png,score_left,42,11,8,8,42,11
245,frame_000245.png,score_right,122,11,8,8,122,11
# Frame 246, Action: fire, Step: 16
246,frame_000246.png,player_paddle,142,103,10,30,142,103
246,frame_000246.png,score_left,42,11,8,8,42,11
246,frame_000246.png,score_right,122,11,8,8,122,11
# Frame 247, Action: fire, Step: 17
247,frame_000247.png,player_paddle,142,103,10,30,142,103
247,frame_000247.png,score_left,42,11,8,8,42,11
247,frame_000247.png,score_right,122,11,8,8,122,11
# Frame 248, Action: fire, Step: 18
248,frame_000248.png,player_paddle,142,103,10,30,142,103
248,frame_000248.png,score_left,42,11,8,8,42,11
248,frame_000248.png,score_right,122,11,8,8,122,11
# Frame 249, Action: fire, Step: 19
249,frame_000249.png,player_paddle,142,103,10,30,142,103
249,frame_000249.png,score_left,42,11,8,8,42,11
249,frame_000249.png,score_right,122,11,8,8,122,11
# Frame 250, Action: fire, Step: 20
250,frame_000250.png,player_paddle,142,103,10,30,142,103
250,frame_000250.png,enemy_paddle,18,122,10,30,18,122
250,frame_000250.png,ball,78,118,4,4,78,118
250,frame_000250.png,score_left,42,11,8,8,42,11
250,frame_000250.png,score_right,122,11,8,8,122,11
# Frame 251, Action: fire, Step: 0
251,frame_000251.png,player_paddle,142,103,10,30,142,103
251,frame_000251.png,score_left,42,11,8,8,42,11
251,frame_000251.png,score_right,122,11,8,8,122,11
# Frame 252, Action: fire, Step: 1
252,frame_000252.png,player_paddle,142,103,10,30,142,103
252,frame_000252.png,score_left,42,11,8,8,42,11
252,frame_000252.png,score_right,122,11,8,8,122,11
# Frame 253, Action: fire, Step: 2
253,frame_000253.png,player_paddle,142,103,10,30,142,103
253,frame_000253.png,score_left,42,11,8,8,42,11
253,frame_000253.png,score_right,122,11,8,8,122,11
# Frame 254, Action: fire, Step: 3
254,frame_000254.png,player_paddle,142,103,10,30,142,103
254,frame_000254.png,score_left,42,11,8,8,42,11
254,frame_000254.png,score_right,122,11,8,8,122,11
# Frame 255, Action: fire, Step: 4
255,frame_000255.png,player_paddle,142,103,10,30,142,103
255,frame_000255.png,score_left,42,11,8,8,42,11
255,frame_000255.png,score_right,122,11,8,8,122,11
# Frame 256, Action: fire, Step: 5
256,frame_000256.png,player_paddle,142,103,10,30,142,103
256,frame_000256.png,score_left,42,11,8,8,42,11
256,frame_000256.png,score_right,122,11,8,8,122,11
# Frame 257, Action: fire, Step: 6
257,frame_000257.png,player_paddle,142,103,10,30,142,103
257,frame_000257.png,score_left,42,11,8,8,42,11
257,frame_000257.png,score_right,122,11,8,8,122,11
# Frame 258, Action: fire, Step: 7
258,frame_000258.png,player_paddle,142,103,10,30,142,103
258,frame_000258.png,score_left,42,11,8,8,42,11
258,frame_000258.png,score_right,122,11,8,8,122,11
# Frame 259, Action: fire, Step: 8
259,frame_000259.png,player_paddle,142,103,10,30,142,103
259,frame_000259.png,score_left,42,11,8,8,42,11
259,frame_000259.png,score_right,122,11,8,8,122,11
# Frame 260, Action: fire, Step: 9
260,frame_000260.png,player_paddle,142,103,10,30,142,103
260,frame_000260.png,score_left,42,11,8,8,42,11
260,frame_000260.png,score_right,122,11,8,8,122,11
# Frame 261, Action: fire, Step: 10
261,frame_000261.png,player_paddle,142,103,10,30,142,103
261,frame_000261.png,score_left,42,11,8,8,42,11
261,frame_000261.png,score_right,122,11,8,8,122,11
# Frame 262, Action: fire, Step: 11
262,frame_000262.png,player_paddle,142,103,10,30,142,103
262,frame_000262.png,score_left,42,11,8,8,42,11
262,frame_000262.png,score_right,122,11,8,8,122,11
# Frame 263, Action: fire, Step: 12
263,frame_000263.png,player_paddle,142,103,10,30,142,103
263,frame_000263.png,score_left,42,11,8,8,42,11
263,frame_000263.png,score_right,122,11,8,8,122,11
# Frame 264, Action: fire, Step: 13
264,frame_000264.png,player_paddle,142,103,10,30,142,103
264,frame_000264.png,score_left,42,11,8,8,42,11
264,frame_000264.png,score_right,122,11,8,8,122,11
# Frame 265, Action: fire, Step: 14
265,frame_000265.png,player_paddle,142,103,10,30,142,103
265,frame_000265.png,score_left,42,11,8,8,42,11
265,frame_000265.png,score_right,122,11,8,8,122,11
# Frame 266, Action: fire, Step: 15
266,frame_000266.png,player_paddle,142,103,10,30,142,103
266,frame_000266.png,score_left,42,11,8,8,42,11
